LONGITUDE,LATITUDE,OBJECTID,PRIMARY_KEY,ID_NUM,BETWEEN_STREETS,BETWEEN_STREET1,BETWEEN_STREET2,DIRECTION_BOUND,START_DATE,END_DATE,Count_year,AVE_WEEKDAY_TRAFFIC,AM_PEAK_8TO9,PM_PEAK_5TO6,OTHER_PEAK_TIMES,PERCENT_HEAVY_VEHICLES,SPEED_LIMIT,PERCENTILE_85TH,PERCENT_EXCEED_SPEED_LIMIT,DATA_COLLECTED_BY,LAST_EDITED_DATE
115.877467,-31.96367498,30647,973,656_657,Riverside Drive,Plain St,Causeway,Eastbound,2017/10/16 00:00:00+00,2017/10/23 00:00:00+00,2017,8510,419,938,525 (1600-1600),4.4,60,63.55,36,PENTAGON S,2019/02/24 08:20:33+00
115.877467,-31.96367498,30648,974,656_657,Riverside Drive,Plain St,Causeway,Westbound,2017/10/16 00:00:00+00,2017/10/23 00:00:00+00,2017,8401,1122,533,292 (0700-0800),3.44,60,62.3,29.3,PENTAGON S,2019/02/24 08:20:33+00
115.854036,-31.94543598,30649,1292,702_1718,John Street,Shenton St,Fitzgerald St,Westbound,2019/05/27 00:00:00+00,2019/06/02 00:00:00+00,2019,628,81,50,,3.2,40,47.16,39.15,COP,2019/02/24 08:20:33+00
115.854036,-31.94543598,30650,1291,702_1718,John Street,Shenton St,Fitzgerald St,Eastbound,2019/05/27 00:00:00+00,2019/06/02 00:00:00+00,2019,488,38,54,,3.4,40,46.44,35.93,COP,2019/02/24 08:20:33+00
115.854036,-31.94543598,30651,726,702_1718,John Street,Fitzgerald St,Shenton St,Eastbound,2016/06/20 00:00:00+00,2016/07/04 00:00:00+00,2016,707,55,57,,3.1,40,34,3.02,COP,2019/02/24 08:20:33+00
115.854036,-31.94543598,30652,725,702_1718,John Street,Fitzgerald St,Shenton St,Westbound,2016/06/20 00:00:00+00,2016/07/04 00:00:00+00,2016,928,112,102,,5.5,40,33,0.45,COP,2019/02/24 08:20:33+00
115.86011,-31.95923301,30653,633,804_591,Riverside Drive,Barrack St,Governors Ave,Westbound,2015/10/12 00:00:00+00,2015/10/25 00:00:00+00,2015,6939,600,256,631 (7:00 - 8:00)431 (14:00 - 15:00),5.6,60,57,7.4,COP,2019/02/24 08:20:33+00
115.86011,-31.95923301,30654,527,804_591,Riverside Drive,Barrack St,Governors Ave,Westbound,2014/10/20 00:00:00+00,2014/11/03 00:00:00+00,2014,6685,481,367,513 (07:00 -08:00)437(12:00 -13:00),5.1,60,58,8.8,COP,2019/02/24 08:20:33+00
115.859176,-31.95560204,30655,549,806_527,St Georges Terrace,Barrack St,William St,Eastbound,2014/11/10 00:00:00+00,2014/11/24 00:00:00+00,2014,11780,780,712,,9.7,40,40,14.7,COP,2019/02/24 08:20:33+00
115.859176,-31.95560204,30656,550,806_527,St Georges Terrace,Barrack St,William St,Westbound,2014/11/10 00:00:00+00,2014/11/24 00:00:00+00,2014,11899,756,607,813 (07:00 - 08:00)749 (15:00 -16:00),8.6,40,43,25.1,COP,2019/02/24 08:20:33+00
115.823263,-31.97292228,30657,1192,989_974,Crawley Avenue,Park Ave,Mounts Bay Rd,Northbound,2019/01/25 00:00:00+00,2019/02/08 00:00:00+00,2019,753,65,55,,4.3,50,38.16,0.37,COP,2019/02/24 08:20:33+00
115.823263,-31.97292228,30658,1193,989_974,Crawley Avenue,Park Ave,Mounts Bay Rd,Southbound,2019/01/25 00:00:00+00,2019/02/08 00:00:00+00,2019,373,18,39,,4.1,50,36.61,0.34,COP,2019/02/24 08:20:33+00
115.823263,-31.97292228,30659,705,989_974,Crawley Avenue,Park Ave,Mounts Bay Rd,Northbound,2016/04/25 00:00:00+00,2016/05/09 00:00:00+00,2016,683,67,58,,2.4,50,48,9,COP,2019/02/24 08:20:33+00
115.823263,-31.97292228,30660,706,989_974,Crawley Avenue,Park Ave,Mounts Bay Rd,Southbound,2016/04/25 00:00:00+00,2016/05/09 00:00:00+00,2016,409,20,48,25 (11:00-12:00),2.9,50,49,12.25,COP,2019/02/24 08:20:33+00
115.8143712,-31.96443497,30661,985,ABDARE_1,Aberdare Road,Gairner Dr,Derby Rd,Eastbound,2017/10/23 00:00:00+00,2017/10/30 00:00:00+00,2017,8259,840,514,648 (1500-1600),3.73,50,57.6,56.7,PENTAGON S,2019/02/24 08:20:33+00
115.8143712,-31.96443497,30662,986,ABDARE_1,Aberdare Road,Gairner Dr,Derby Rd,Westbound,2017/10/23 00:00:00+00,2017/10/30 00:00:00+00,2017,7167,462,604,,4.51,50,58.3,53.3,PENTAGON S,2019/02/24 08:20:33+00
115.8143712,-31.96443497,30663,959,ABDARE_1,Aberdare Road,Gairdner Dr,Derby Rd,Eastbound,2017/06/13 00:00:00+00,2017/06/26 00:00:00+00,2017,8223,878,498,657 (1500-1600),3.56,50,56.2,49.1,COP,2019/02/24 08:20:33+00
115.8143712,-31.96443497,30664,960,ABDARE_1,Aberdare Road,Gairdner Dr,Derby Rd,Westbound,2017/06/13 00:00:00+00,2017/06/26 00:00:00+00,2017,7007,434,603,469 (1100-1200),4.51,50,58.3,52.6,COP,2019/02/24 08:20:33+00
115.8143712,-31.96443497,30665,1167,ABDARE_1,Aberdare Road,Gairner Dr,Derby Rd,Eastbound,2018/10/18 00:00:00+00,2018/10/29 00:00:00+00,2018,8758,905,518,,4.9,60,57.6,0.0701,Austraffic,2019/02/24 08:20:33+00
115.8143712,-31.96443497,30666,1168,ABDARE_1,Aberdare Road,Gairner Dr,Derby Rd,Westbound,2018/10/18 00:00:00+00,2018/10/29 00:00:00+00,2018,7400,407,617,,0.086,60,60.03,0.1519,Austraffic,2019/02/24 08:20:33+00
115.8143712,-31.96443497,30667,755,ABDARE_1,Aberdare Road,Gairdner Dr,Derby Rd,Westbound,2016/08/15 00:00:00+00,2016/08/27 00:00:00+00,2016,7038,440,656,451 (11:00 - 12:00),7,60,60,16.44,COP,2019/02/24 08:20:33+00
115.8143712,-31.96443497,30668,756,ABDARE_1,Aberdare Road,Gairdner Dr,Derby Rd,Eastbound,2016/08/15 00:00:00+00,2016/08/27 00:00:00+00,2016,7981,839,474,616 (15:00 - 16:00),4.4,60,58,8.63,COP,2019/02/24 08:20:33+00
115.8549049,-31.94466504,30669,1295,ABDEEN_1,Aberdeen St,Fitzgerald St,Shenton St,Eastbound,2019/05/27 00:00:00+00,2019/06/02 00:00:00+00,2019,2570,226,187,,2.9,40,45.18,42.04,COP,2020/01/17 05:59:06+00
115.8549049,-31.94466504,30670,1296,ABDEEN_1,Aberdeen St,Fitzgerald St,Shenton St,Westbound,2019/05/27 00:00:00+00,2019/06/02 00:00:00+00,2019,3116,191,293,,4.3,40,45.36,39.75,COP,2020/01/17 05:59:06+00
115.8576878,-31.9459453,30671,1316,ABDEEN_2,Aberdeen St,Parker St,Lake St,Eastbound,2019/11/19 00:00:00+00,2019/11/26 00:00:00+00,2019,2905,194,199,,4.3,40,42.12,22.01,COP,2020/01/16 08:53:09+00
115.8576878,-31.9459453,30672,1317,ABDEEN_2,Aberdeen St,Parker St,Lake St,Westbound,2019/11/19 00:00:00+00,2019/11/26 00:00:00+00,2019,3050,173,257,,5.5,40,41.04,18.16,COP,2020/01/16 08:53:09+00
115.8595207,-31.94678231,30673,1301,ABDEEN_3,Aberdeen St,William St,Lake St,Eastbound,2019/05/27 00:00:00+00,2019/06/02 00:00:00+00,2019,2414,178,201,,3.8,40,45,31.5,COP,2020/01/17 06:02:08+00
115.8595207,-31.94678231,30674,1302,ABDEEN_3,Aberdeen St,William St,Lake St,Westbound,2019/05/27 00:00:00+00,2019/06/02 00:00:00+00,2019,2537,147,247,,6.4,40,44.64,30.72,COP,2020/01/17 06:02:08+00
115.8818369,-31.95457623,30675,1273,ARDEN_1,Arden Street,Constitution St,Nile St,Northbound ,2019/05/06 00:00:00+00,2019/05/12 00:00:00+00,2019,116,6,8,,5.5,50,35.28,0.782,COP,2020/01/17 05:45:34+00
115.8818369,-31.95457623,30676,1274,ARDEN_1,Arden Street,Constitution St,Nile St,Southbound,2019/05/06 00:00:00+00,2019/05/12 00:00:00+00,2019,117,7,7,,5.8,50,33.12,0,COP,2020/01/17 05:45:34+00
115.8144567,-31.97976148,30677,765,BROADW_1,Broadway,Clark St,Edward St,Northbound,2016/08/15 00:00:00+00,2016/08/27 00:00:00+00,2016,5171,322,336,372 (11:00 - 12:00) & 401 (14:00 - 15:00),3.3,50,46,5.52,COP,2019/02/24 08:20:33+00
115.8144567,-31.97976148,30678,766,BROADW_1,Broadway,Clark St,Edward St,Southbound,2016/08/15 00:00:00+00,2016/08/27 00:00:00+00,2016,4475,326,401,330 (9:00 - 10:00),4.7,50,48,8.18,COP,2019/02/24 08:20:33+00
115.8144567,-31.97976148,30679,833,BROADW_1,Broadway,Edward St,Clark St,Northbound,2017/02/14 00:00:00+00,2017/02/28 00:00:00+00,2017,5057,319,341,381 (1400-1500),2.94,50,47.9,9,COP,2019/02/24 08:20:33+00
115.8144567,-31.97976148,30680,834,BROADW_1,Broadway,Edward St,Clark St,Southbound,2017/02/14 00:00:00+00,2017/02/28 00:00:00+00,2017,4356,314,402,,2.78,50,50.4,16.8,COP,2019/02/24 08:20:33+00
115.8145399,-31.98406043,30681,781,BROADW_2,Broadway,Elizabeth St,Caporn St,Northbound,2016/09/05 00:00:00+00,2016/09/14 00:00:00+00,2016,3708,251,281,272 (11:00 - 12:00),3.4,50,43,2.11,COP,2019/02/24 08:20:33+00
115.8145399,-31.98406043,30682,782,BROADW_2,Broadway,Elizabeth St,Caporn St,Southbound,2016/09/05 00:00:00+00,2016/09/16 00:00:00+00,2016,4184,314,344,,4.1,50,38,0.2,COP,2019/02/24 08:20:33+00
115.8145426,-31.98541801,30683,816,BROADW_3,Broadway,Caporn St,Princess Rd,Northbound,2017/02/13 00:00:00+00,2017/02/28 00:00:00+00,2017,3254,252,218,240 (1500-1600),3.25,50,48.6,10.9,COP,2019/02/24 08:20:33+00
115.8145426,-31.98541801,30684,817,BROADW_3,Broadway,Caporn St,Princess Rd,Southbound,2017/02/13 00:00:00+00,2017/02/28 00:00:00+00,2017,3373,179,368,212 (1100-1200),2.69,50,49.3,13.2,COP,2019/02/24 08:20:33+00
115.8146592,-31.9874967,30685,927,BROADW_4,Broadway,The Avenue,Princess Rd,Northbound,2017/06/12 00:00:00+00,2017/06/26 00:00:00+00,2017,1565,91,134,115 (1100-1200),2.41,50,43.2,1.9,COP,2019/02/24 08:20:33+00
115.8146592,-31.9874967,30686,928,BROADW_4,Broadway,The Avenue,Princess Rd,Southbound,2017/06/12 00:00:00+00,2017/07/03 00:00:00+00,2017,1053,64,99,72 (1100-1200),2.44,50,41,0.7,COP,2019/02/24 08:20:33+00
115.8157841,-31.98890187,30687,881,BROADW_5,Broadway,The Avenue,The Esplanade,Westbound,2017/04/28 00:00:00+00,2017/05/15 00:00:00+00,2017,1150,50,107,72 (1100-1200),1.34,50,31,0.1,COP,2019/02/24 08:20:33+00
115.8157841,-31.98890187,30688,818,BROADW_5,Broadway,The Avenue,The Esplanade,Eastbound,2017/02/13 00:00:00+00,2017/02/28 00:00:00+00,2017,1121,72,107,95 (0900-1000),2.45,50,36,0.2,COP,2019/02/24 08:20:33+00
115.8145109,-31.98168496,30689,1090,BROADW_6,Broadway,Edward St,Elizabeth St,Northbound,2018/04/30 00:00:00+00,2018/05/07 00:00:00+00,2018,4537,261,341,347 (1200-1300),5.1,50,50.76,18.28,PENTAGON S,2019/02/24 08:20:33+00
115.8145109,-31.98168496,30690,1091,BROADW_6,Broadway,Edward St,Elizabeth St,Southbound,2018/04/30 00:00:00+00,2018/05/07 00:00:00+00,2018,4054,286,355,303 (0900-1000),4.8,50,49.5,12.82,PENTAGON S,2019/02/24 08:20:33+00
115.8145109,-31.98168496,30691,1138,BROADW_6,Broadway,Edward St,Elizabeth St,Southbound,2018/10/15 00:00:00+00,2018/10/22 00:00:00+00,2018,4152,309,357,,0.033,50,41.76,0.01713,COP,2019/02/24 08:20:33+00
115.8145109,-31.98168496,30692,1139,BROADW_6,Broadway,Edward St,Elizabeth St,Northbound,2018/10/15 00:00:00+00,2018/10/22 00:00:00+00,2018,4545,263,342,,0.042,50,45,0.03523,COP,2019/02/24 08:20:33+00
115.8794392,-31.94967389,30693,862,BUNBUR_1,Bunbury Crescent,Kensington St,Renaissance Ln,Eastbound,2017/03/07 00:00:00+00,2017/03/18 00:00:00+00,2017,25,2,3,3 (1500-1600),0.77,50,19.4,0,COP,2019/02/24 08:20:33+00
115.8794392,-31.94967389,30694,863,BUNBUR_1,Bunbury Crescent,Kensington St,Renaissance Ln,Westbound,2017/03/07 00:00:00+00,2017/03/18 00:00:00+00,2017,16,2,1,2 (1600-1700),0.6,50,19.4,0,COP,2019/02/24 08:20:33+00
115.8170525,-31.98443124,30695,777,CAPORN_1,Caporn Street,Broadway,Fairway,Westbound,2016/09/05 00:00:00+00,2016/09/16 00:00:00+00,2016,1176,75,142,,2,50,36,0.11,COP,2019/02/24 08:20:33+00
115.8170525,-31.98443124,30696,778,CAPORN_1,Caporn Street,Broadway,Fairway,Eastbound,2016/09/05 00:00:00+00,2016/09/16 00:00:00+00,2016,993,81,79,91 (15:00 - 16:00),4.3,50,34,0,COP,2019/02/24 08:20:33+00
115.8578184,-31.95707449,30697,709,DUCHWY_1,Duchess Way,Geoffrey Bolton Ave,The Esplanade,Northbound,2016/04/26 00:00:00+00,2016/05/09 00:00:00+00,2016,117,4,5,12 (11:00-12:00),11.5,0,21,0,COP,2019/02/24 08:20:33+00
115.8578184,-31.95707449,30698,710,DUCHWY_1,Duchess Way,Geoffrey Bolton Ave,The Esplanade,Southbound,2016/04/26 00:00:00+00,2016/05/09 00:00:00+00,2016,162,7,12,15 (10:00-11:00),5.2,0,24,0,COP,2019/02/24 08:20:33+00
115.8566769,-31.95679851,30699,708,ENCHAN_1,Enchantress Way,Geoffrey Bolton Ave,The Esplanade,Southbound,2016/04/26 00:00:00+00,2016/05/09 00:00:00+00,2016,90,4,4,9 (11:00-12:00),6.1,0,22,0,COP,2019/02/24 08:20:33+00
115.8566769,-31.95679851,30700,707,ENCHAN_1,Enchantress Way,Geoffrey Bolton Ave,The Esplanade,Northbound,2016/04/26 00:00:00+00,2016/05/09 00:00:00+00,2016,74,4,2,7 (13:00-14:00),11.3,0,17,100,COP,2019/02/24 08:20:33+00
115.8167787,-31.98540741,30701,773,EVERET_1,Everett Street,Fairway,Parkway,Westbound,2016/09/05 00:00:00+00,2016/09/16 00:00:00+00,2016,203,17,12,19 (11:00 - 12:00),2.6,50,41,1.6,COP,2019/02/24 08:20:33+00
115.8167787,-31.98540741,30702,774,EVERET_1,Everett Street,Fairway,Parkway,Eastbound,2016/09/05 00:00:00+00,2016/09/16 00:00:00+00,2016,197,14,11,19 (15:00 - 16:00),3.5,50,38,0.63,COP,2019/02/24 08:20:33+00
115.8156499,-31.98498401,30703,779,FAIRWY_1,Fairway,Caporn St,Everett St,Northbound,2016/09/05 00:00:00+00,2016/09/16 00:00:00+00,2016,1171,102,97,,2.9,50,44,4,COP,2019/02/24 08:20:33+00
115.8156499,-31.98498401,30704,780,FAIRWY_1,Fairway,Caporn St,Everett St,Southbound,2016/09/05 00:00:00+00,2016/09/14 00:00:00+00,2016,1946,109,219,126 (11:00 - 12:00),5,50,48,10.39,COP,2019/02/24 08:20:33+00
115.8155937,-31.97830618,30705,819,FAIRWY_2,Fairway,Cooper St,Clark St,Northbound,2017/02/13 00:00:00+00,2017/02/28 00:00:00+00,2017,1184,117,108,,2.85,50,49.7,15.8,COP,2019/02/24 08:20:33+00
115.8155937,-31.97830618,30706,820,FAIRWY_2,Fairway,Cooper St,Clark St,Southbound,2017/02/13 00:00:00+00,2017/02/28 00:00:00+00,2017,2395,231,201,,2.09,50,50.4,15.8,COP,2019/02/24 08:20:33+00
115.8157595,-31.98715014,30707,931,FAIRWY_3,Fairway,Princess Rd,The Avenue,Northbound,2017/06/12 00:00:00+00,2017/07/26 00:00:00+00,2017,168,12,12,15 (1800-1900),2.37,50,33.8,0.4,COP,2019/02/24 08:20:33+00
115.8157595,-31.98715014,30708,932,FAIRWY_3,Fairway,Princess Rd,The Avenue,Southbound,2017/06/12 00:00:00+00,2017/07/26 00:00:00+00,2017,256,11,26,16 (0900-1000),2.18,50,35.3,0.4,COP,2019/02/24 08:20:33+00
115.8156021,-31.97709058,30709,1265,FAIRWY_4,Fairway,Stirling Hwy,Cooper St,Northbound,2019/04/01 00:00:00+00,2019/04/08 00:00:00+00,2019,1054,39,124,,4.3,50,43.74,2.26,COP,2020/01/17 05:22:15+00
115.8156021,-31.97709058,30710,1266,FAIRWY_4,Fairway,Stirling Hwy,Cooper St,Southbound,2019/04/01 00:00:00+00,2019/04/08 00:00:00+00,2019,,,,,0,,,0,COP,2020/01/17 05:22:15+00
115.8187092,-31.98641518,30711,1310,HACKTT_1,Hackett Drive,The Avenue,Australlia II Dr,Eastbound,2019/10/21 00:00:00+00,2019/10/28 00:00:00+00,2019,5332,526,425,,4.2,60,49.32,0.6,COP,2019/02/24 08:20:33+00
115.8187092,-31.98641518,30712,1309,HACKTT_1,Hackett Drive,The Avenue,Australlia II Dr,Westbound,2019/10/21 00:00:00+00,2019/10/28 00:00:00+00,2019,4158,267,398,,5.8,60,46.08,0.11,COP,2019/02/24 08:20:33+00
115.8187092,-31.98641518,30713,771,HACKTT_1,Hackett Drive,The Avenue,Australia II Dr,Westbound,2016/09/05 00:00:00+00,2016/09/12 00:00:00+00,2016,4376,310,461,,3.7,60,54,2.64,COP,2019/02/24 08:20:33+00
115.8187092,-31.98641518,30714,772,HACKTT_1,Hackett Drive,The Avenue,Australia II Dr,Eastbound,2016/09/05 00:00:00+00,2016/09/16 00:00:00+00,2016,5552,588,466,,3.8,60,54,2.59,COP,2019/02/24 08:20:33+00
115.8187092,-31.98641518,30715,1094,HACKTT_1,Hackett Drive,The Avenue,Australia II Dr,Eastbound,2018/04/30 00:00:00+00,2018/05/13 00:00:00+00,2018,5454,556,474,,4.2,60,54,2.639,PENTAGON S,2019/02/24 08:20:33+00
115.8187092,-31.98641518,30716,1140,HACKTT_1,Hackett Drive,The Avenue,Australia II Dr,Eastbound,2018/10/15 00:00:00+00,2018/10/22 00:00:00+00,2018,5488,548,443,,0.046,60,53.46,0.01907,COP,2019/02/24 08:20:33+00
115.8187092,-31.98641518,30717,1141,HACKTT_1,Hackett Drive,The Avenue,Australia II Dr,Westbound,2018/10/15 00:00:00+00,2018/10/22 00:00:00+00,2018,4293,276,376,,0.046,60,50.22,0.00566,COP,2019/02/24 08:20:33+00
115.8187092,-31.98641518,30718,837,HACKTT_1,Hackett Drive,The Avenue,Australia II Dr,Eastbound,2017/02/14 00:00:00+00,2017/02/28 00:00:00+00,2017,5128,591,408,,3.19,60,54.7,2.4,COP,2019/02/24 08:20:33+00
115.8187092,-31.98641518,30719,838,HACKTT_1,Hackett Drive,The Avenue,Australia II Dr,Westbound,2017/02/14 00:00:00+00,2017/02/28 00:00:00+00,2017,4173,264,419,269 (0900-1000),3.05,60,55.4,3.5,COP,2019/02/24 08:20:33+00
115.8187092,-31.98641518,30720,1095,HACKTT_1,Hackett Drive,The Avenue,Australia II Dr,Westbound,2018/05/04 00:00:00+00,2018/05/13 00:00:00+00,2018,4333,279,426,,4.5,60,53.82,2.135,PENTAGON S,2019/02/24 08:20:33+00
115.8204266,-31.98100012,30721,835,HACKTT_2,Hackett Drive,Mounts Bay Rd,Australia II Dr,Northbound,2017/02/14 00:00:00+00,2017/02/28 00:00:00+00,2017,6434,544,556,581 (1600-1700),3.21,60,52.6,1.6,COP,2019/02/24 08:20:33+00
115.8204266,-31.98100012,30722,836,HACKTT_2,Hackett Drive,Mounts Bay Rd,Australia II Dr,Southbound,2017/02/14 00:00:00+00,2017/02/28 00:00:00+00,2017,5291,477,484,,3.13,60,50,0.4,COP,2019/02/24 08:20:33+00
115.8204266,-31.98100012,30723,783,HACKTT_2,Hackett Drive,Mounts Bay Rd,Australia II Dr,Northbound,2016/09/05 00:00:00+00,2016/09/22 00:00:00+00,2016,7640,596,702,,4.2,60,58,8.66,COP,2019/02/24 08:20:33+00
115.8204266,-31.98100012,30724,988,HACKTT_2,Hackett Drive,Mounts Bay Rd,Australia II Dr,Northbound,2017/10/23 00:00:00+00,2017/10/30 00:00:00+00,2017,9432,595,845,913 (1600-1700),1.96,60,55.8,4,PENTAGON S,2019/02/24 08:20:33+00
115.8204266,-31.98100012,30725,989,HACKTT_2,Hackett Drive,Mounts Bay Rd,Australia II Dr,Southbound,2017/10/23 00:00:00+00,2017/10/30 00:00:00+00,2017,7897,885,600,,1.68,60,56.9,6.6,PENTAGON S,2019/02/24 08:20:33+00
115.8204266,-31.98100012,30726,1171,HACKTT_2,Hackett Drive,Mounts Bay Rd,Asutralia II Dr,Northbound,2018/10/19 00:00:00+00,2018/10/29 00:00:00+00,2018,9747,598,878,,0.034,60,56.79,0.05438,Austraffic,2019/02/24 08:20:33+00
115.8204266,-31.98100012,30727,1172,HACKTT_2,Hackett Drive,Mounts Bay Rd,Asutralia II Dr,Southbound,2018/10/19 00:00:00+00,2018/10/29 00:00:00+00,2018,8136,877,658,,0.034,60,57.87,0.07709,Austraffic,2019/02/24 08:20:33+00
115.8782433,-31.95796716,30728,1278,HALE_1,Hale Street,Waterloo Cres,Nelson Cres,Southbound,2019/05/06 00:00:00+00,2019/05/12 00:00:00+00,2019,899,175,106,,1.7,50,37.62,0.176,COP,2020/01/17 05:48:01+00
115.8782433,-31.95796716,30729,1277,HALE_1,Hale Street,Waterloo Cres,Nelson Cres,Northbound ,2019/05/06 00:00:00+00,2019/05/12 00:00:00+00,2019,1217,208,135,,17.1,50,39.42,0.397,COP,2020/01/17 05:48:01+00
115.8134381,-31.97231015,30730,1097,HAMPDN_1,Hampden Road,Hardy Rd,Karella St,Southbound,2018/04/30 00:00:00+00,2018/05/07 00:00:00+00,2018,3335,270,266,,10.6,50,41.76,2.136,PENTAGON S,2019/02/24 08:20:33+00
115.8134381,-31.97231015,30731,1096,HAMPDN_1,Hampden Road,Hardy Rd,Karella St,Northbound,2018/04/30 00:00:00+00,2018/05/07 00:00:00+00,2018,3981,326,281,316 (1200-1300),9.4,50,40.86,1.289,PENTAGON S,2019/02/24 08:20:33+00
115.8134381,-31.97231015,30732,1133,HAMPDN_1,Hampden Rd,Hardy Rd,Karella St,Southbound,2018/10/15 00:00:00+00,2018/10/22 00:00:00+00,2018,3270,264,266,,0.113,40,40.32,0.1608,COP,2019/02/24 08:20:33+00
115.8134381,-31.97231015,30733,1134,HAMPDN_1,Hampden Rd,Hardy Rd,Karella St,Northbound,2018/10/15 00:00:00+00,2018/10/22 00:00:00+00,2018,3835,307,191,,0.094,40,39.42,0.1337,COP,2019/02/24 08:20:33+00
115.8134381,-31.97231015,30734,883,HAMPDN_1,Hampden Road,Hardy Rd,Karella St,Northbound,2017/04/28 00:00:00+00,2017/05/15 00:00:00+00,2017,3943,314,293,308 (1200-1300),8.45,40,42.1,24.4,COP,2019/02/24 08:20:33+00
115.8134381,-31.97231015,30735,884,HAMPDN_1,Hampden Road,Hardy Rd,Karella St,Southbound,2017/04/28 00:00:00+00,2017/05/15 00:00:00+00,2017,3305,260,267,,10.16,40,41.8,21.3,COP,2019/02/24 08:20:33+00
115.8134381,-31.97231015,30736,753,HAMPDN_1,Hampden Road,Hardy Rd,Karella St,Northbound,2016/08/15 00:00:00+00,2016/08/27 00:00:00+00,2016,3889,286,291,312 (12:00 - 13:00),9.9,40,45,37.1,COP,2019/02/24 08:20:33+00
115.8134381,-31.97231015,30737,754,HAMPDN_1,Hampden Road,Hardy Rd,Karella St,Southbound,2016/08/15 00:00:00+00,2016/08/27 00:00:00+00,2016,3422,281,269,277 (12:00 - 13:00),10.5,40,42,24.1,COP,2019/02/24 08:20:33+00
115.8154161,-31.97153995,30738,1268,HARDY_1,Hardy Road,Tareena St,Kanimbla Rd,Westbound,2019/04/01 00:00:00+00,2019/04/08 00:00:00+00,2019,171,11,15,,2.5,50,34.56,0,COP,2020/01/17 05:39:03+00
115.8154161,-31.97153995,30739,1267,HARDY_1,Hardy Road,Tareena St,Kanimbla Rd,Eastbound,2019/04/01 00:00:00+00,2019/04/08 00:00:00+00,2019,325,23,23,,3.1,50,37.8,0.72,COP,2020/01/17 05:39:03+00
115.8771781,-31.95803655,30740,1279,HORATIO_1,Horatio St,Waterloo Cres,Nelson Cres,Northbound ,2019/05/06 00:00:00+00,2019/05/12 00:00:00+00,2019,274,19,56,,5.4,50,41.36,1.099,COP,2020/01/17 05:49:25+00
115.8771781,-31.95803655,30741,1280,HORATIO_1,Horatio St,Waterloo Cres,Nelson Cres,Southbound,2019/05/06 00:00:00+00,2019/05/12 00:00:00+00,2019,315,37,32,,3.4,50,46.44,5.589,COP,2020/01/17 05:49:25+00
115.8614065,-31.94653028,30742,821,HOYPOY_1,Hoy Poy Lane,Newcastle St,Lipfert Ln,Northbound,2017/02/13 00:00:00+00,2017/02/28 00:00:00+00,2017,5,1,0,0 (1900-2000),0,40,15.1,0,COP,2019/02/24 08:20:33+00
115.8589197,-31.9488769,30743,1297,JAMES_1,James St,William St,Lake St,Eastbound,2019/05/27 00:00:00+00,2019/06/02 00:00:00+00,2019,2242,71,136,,8.1,40,25.74,0.26,COP,2020/01/17 06:00:17+00
115.8589197,-31.9488769,30744,1298,JAMES_1,James St,William St,Lake St,Westbound,2019/05/27 00:00:00+00,2019/06/02 00:00:00+00,2019,1381,38,96,,3.2,40,27.18,0.43,COP,2020/01/17 06:00:17+00
115.8156055,-31.97235938,30745,822,KANBLA_1,Kanimbla Road,Hardy Rd,Karella St,Northbound,2017/02/13 00:00:00+00,2017/02/28 00:00:00+00,2017,543,51,42,43 (1600-1700),1.29,50,47.2,6.3,COP,2019/02/24 08:20:33+00
115.8156055,-31.97235938,30746,823,KANBLA_1,Kanimbla Road,Hardy Rd,Karella St,Southbound,2017/02/13 00:00:00+00,2017/02/28 00:00:00+00,2017,349,20,28,30 (1600-1700),2.12,50,44.3,6.3,COP,2019/02/24 08:20:33+00
115.814069,-31.97302113,30747,1183,KARELA_1,Karella Street,Hampden Rd,Tareena St,Eastbound,2018/11/19 00:00:00+00,2018/11/26 00:00:00+00,2018,280,21,15,,0.018,50,34.92,0.00219,COP,2019/02/24 08:20:33+00
115.814069,-31.97302113,30748,1184,KARELA_1,Karella Street,Hampden Rd,Tareena St,Westbound,2018/11/19 00:00:00+00,2018/11/26 00:00:00+00,2018,407,44,23,,0.019,50,37.08,0.00347,COP,2019/02/24 08:20:33+00
115.8259919,-31.97205802,30749,1195,KINGPA_1,Kings Park Avenue,Park Ave,Mounts Bay Rd,Southbound,2019/01/25 00:00:00+00,2019/02/08 00:00:00+00,2019,416,24,39,,3.3,50,31.86,0.04,COP,2019/02/24 08:20:33+00
115.8259919,-31.97205802,30750,1194,KINGPA_1,Kings Park Avenue,Park Ave,Mounts Bay Rd,Northbound,2019/01/25 00:00:00+00,2019/02/08 00:00:00+00,2019,789,42,64,,2.7,50,36.54,0.39,COP,2019/02/24 08:20:33+00
115.8259919,-31.97205802,30751,848,KINGPA_1,Kings Park Avenue,Park Ave,Mounts Bay Rd,Northbound,2017/03/06 00:00:00+00,2017/03/14 00:00:00+00,2017,473,39,34,34 (1800-1900),1.23,50,40,1.5,COP,2019/02/24 08:20:33+00
115.8259919,-31.97205802,30752,849,KINGPA_1,Kings Park Avenue,Park Ave,Mounts Bay Rd,Southbound,2017/03/06 00:00:00+00,2017/03/14 00:00:00+00,2017,493,27,52,31 (1100-1200),2.88,50,40,1.5,COP,2019/02/24 08:20:33+00
